pid,propertyLabel,propertyDescription,datatype,occurrences,file_count,sample_files,in_catalog
P8339,entry receptor,receptor protein or protein whose receptor is being used by this subject virus/microorganism group to enter cells,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8394,gloss quote,"gloss for a lexeme, which originates from a citable source",monolingualtext,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8401,TheFreeDictionary medical term ID,identifier for a term in the medical-dictionary of TheFreeDictionary by Farlex Inc.,external-id,1,1,Relationships\wikidata_p_api_candidates_2026-02-13.csv,yes
P8431,course,"course type of a food dish (appetizer, dessert, drink, main course, salad, side dish)",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8530,alternative form,link to spelling variant between two or more forms,wikibase-form,2,2,Relationships\wikidata_p_api_candidates_2026-02-13.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8555,latest start date,(qualifier) latest date on which the statement could have started to be true,time,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8646,expansion of,"expansion pack of a game (video game, tabletop or board game)",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8670,character designer,"person in charge of developing the style and concept of a character in a video game, anime or other creative work",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8701,has census,general population census of the country or region,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8706,ritual object,"ceremonial or ritual objects associated with, and used as part of, rites and rituals practiced in everyday life and in rarer cultic and communal rites",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8744,economy of topic,item that deals with the economy of the subject,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8746,check-out time,the latest time of day a guest may check out of a hotel or lodge without incurring additional cost,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8786,dedicated heritage entity,heritage entity dedicated to or associated with the item's subject,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8791,digitised by,"institution or person who digitised an exemplar of this item. Qualify with ""criterion used"" (P1013) to indicate which step was done.",wikibase-item,3,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8824,attraction to,sexual attraction or arousal arising from an entity,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8866,has operation,mathematical operation associated with this algebraic structure,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P8913,NSSDCA ID,"external identifier of records within the Master Catalog of the NASA Space Science Data Coordinated Archive (NSSDCA), similar but not synonymous with the COSPAR ID (P247)",external-id,2,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P8956,compatible with,"this work, product, object or standard can interact with another work, product, object or standard",wikibase-item,5,2,Relationships\wikidata_p_api_candidates_2026-02-13.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9030,solution to,a mathematical object that satisfies the criteria for a mathematical problem,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9072,derived from organism type,the taxon that the organism from which the subject cell line was derived belonged to (different from found in taxon (P703) because cell lines are derived only once from a single individual),wikibase-item,1,1,Relationships\wikidata_p_api_candidates_2026-02-13.csv,yes
P9234,supplement to,subject work or edition updates or otherwise complements the object work or edition,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9275,inverse agonist of,substance whose binding to a protein produces the opposite response as an agonist binding to that protein,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9350,PeriodO period ID,identifier for a period in the PeriodO time period gazetteer,external-id,1,1,Subjects\processing historical periods.md,yes
P9446,Our Campaigns race ID,ID for a race in the Our Campaigns political election database,external-id,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9448,introduced on,date when a bill was introduced into a legislature,time,2,2,Relationships\wikidata_p_api_candidates_2026-02-13.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9575,Australian Music Centre artist ID,identifier for a composer or other artist represented by the Australian Music Centre,external-id,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P9618,AlternativeTo software ID,identifier used in the crowdsourced software recommendation website AlternativeTo.net,external-id,1,1,Relationships\wikidata_p_api_candidates_2026-02-13.csv,yes
P9667,date of resignation,"date of official resignation of the head of a government in parliamentary-based states, triggering the government to stay in place until the formation of a new executive",time,1,1,Relationships\wikidata_p_api_candidates_2026-02-13.csv,yes
P9680,consequence of text,legislative or executive or other text that was the cause of the statement,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9700,delta of,river that empties water and sediment into its delta,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9731,announced at,event at which product or creative work was announced,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9745,translation of,"edition, version, or expression that this translation is translated from",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9813,container,the type or representing item that is located outside of and is not part of the item and fully contains it,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9883,created for,"a work, event, etc. for which the subject work was created (e.g., a presidential inauguration that a poem was written for; a competition that a play was created for; a film that a screenplay was written for)",wikibase-item,4,2,Relationships\wikidata_p_api_candidates_2026-02-13.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9885,Bing entity ID,identifier for an entity on Microsoft Bing,external-id,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9970,predicate for,action that is described by this verb/predicate,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P9971,has semantic argument,(proto-)typical role played by an argument of a verb or verb phrase with respect to a particular sense in a particular language,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10075,CREPČ institution ID,identifier for an institution in the Slovak bibliographic database Centrálny register evidencie publikačnej činnosti,external-id,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10176,type host,the host taxon from which a parasite type specimen was obtained,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10214,freedom of information requests URL,URL pointing to a form or other page allowing citizens to make freedom of information request to public organizations,url,1,1,Relationships\wikidata_p_api_candidates_2026-02-13.csv,yes
P10228,facilitates flow of,the cargo/substrate actively transported or passively channeled by subject,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10408,created during,specific event or occurrence a work was created during,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10449,trained by,"person who trained the subject, a human or an animal",wikibase-item,3,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10611,has certification,states that an item has a certain certification,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10645,reports to,the subject position reports to this position,wikibase-item,4,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10672,raw material processed,"raw or intermediate material, or a natural resource converted or consumed by a factory or industrial process, to manufacture a product, or to deliver energy (not to be confused with P186 that is used with products)",wikibase-item,9,4,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv | Relationships\relationship_types_registry_master.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10680,franchisor,"one who licenses some or all of its know-how, procedures, intellectual property, use of its business model, brand, and rights to sell its branded products and services to a franchisee",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10695,introduced in,work that introduced this concept or feature,wikibase-item,3,2,Relationships\wikidata_p_api_candidates_2026-02-13.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10754,distributed from,place or location where a good or service is distributed from,wikibase-item,8,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10888,contains the statistical territorial entity,(list of) statistical territorial entities which are direct subdivisions of another statistical or administrative territorial entity,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10927,counts instances of,this counter word or numeral counts instances of,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P10946,contraindicated in case of,medical condition for which the net benefit of a medical procedure is expected to be negative,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11231,has biological vector,a taxon which functions as a vector for this pathogenic biological group,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11279,counts number of,this entity represents the number or quantity of this item,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11463,travel advisory category,advisory category issued by a government regarding travel to another country or territory,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11491,member of Roman tribe,Roman tribe in which one was inscribed,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11603,transcribed by,person who has made a copy of a manuscript text,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11615,InfluenceWatch ID,"article on influencewatch.org for person, organization or legislation",external-id,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11633,colocated with,"event sharing location, facility or organization with another, typically larger event",wikibase-item,9,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11747,holds diplomatic passport of,country of the diplomatic passport held by the person,wikibase-item,3,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11801,visited by,organisms attracted by this plant taxon and reported to visit it,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11811,beforehand owned by,"person or institution that owned the subject just before stated event. Meant to be used as qualifier of ""significant event (P793)"" for events like sales, auctions, gifts, etc",wikibase-item,2,2,Relationships\wikidata_p_api_candidates_2026-02-13.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P11812,afterward owned by,"person or institution that owned the subject after stated event. Meant to be used as qualifier of “significant event (P793)” for events like sales, auctions, gifts, etc",wikibase-item,1,1,Relationships\wikidata_p_api_candidates_2026-02-13.csv,yes
P11851,record of,state or event an object is a physical representation of,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
